Keuwl Accelerometer Data File
2017-11-22 11-23-54

Time (s), X (g), Y (g), Z (g), R (g), Theta (deg), Phi (deg)
6.8397965,-0.034149,-0.068298,0.970336,0.973336,4.499540,243.434952
6.8498464,-0.032212,-0.073191,0.968400,0.971696,4.720532,246.245148
6.8598061,-0.029256,-0.062385,0.968400,0.970848,4.069867,244.875565
6.8702989,-0.028236,-0.067278,0.973293,0.976024,4.287199,247.232361
6.8798151,-0.030173,-0.072171,0.969419,0.972570,4.613332,247.311218
6.8807430,-0.027319,-0.067278,0.966463,0.969187,4.296737,247.899872
6.8907433,-0.027319,-0.067278,0.966463,0.969187,4.296737,247.899872
6.9007430,-0.027319,-0.067278,0.966463,0.969187,4.296737,247.899872
6.9020844,-0.027319,-0.067278,0.966463,0.969187,4.296737,247.899872
6.9105306,-0.029256,-0.060449,0.968400,0.970725,3.966991,244.173965
6.9259109,-0.031193,-0.069215,0.969419,0.972387,4.477897,245.740692
6.9298291,-0.031193,-0.069215,0.969419,0.972387,4.477897,245.740692
6.9397993,-0.027319,-0.073191,0.967380,0.970530,4.617025,249.531448
6.9498019,-0.030173,-0.066361,0.968400,0.971139,4.304934,245.549408
6.9598308,-0.030173,-0.073191,0.968400,0.971630,4.673531,247.595779
6.9697971,-0.033129,-0.072171,0.969419,0.972666,4.683036,245.343002
6.9798059,-0.032212,-0.066361,0.967380,0.970188,4.360535,244.107727
6.9902420,-0.031193,-0.075127,0.965443,0.968864,4.816214,247.451935
6.9999051,-0.026300,-0.064424,0.963507,0.966016,4.130763,247.793350
7.0103440,-0.029256,-0.072171,0.964526,0.967665,4.616049,247.933975
7.0200977,-0.033129,-0.071254,0.965443,0.968636,4.653158,245.063934
7.0302725,-0.025382,-0.061468,0.969419,0.971697,3.924309,247.562546
7.0398240,-0.030173,-0.066361,0.966463,0.969208,4.313524,245.549408
7.0502992,-0.029256,-0.063405,0.969419,0.971931,4.119987,245.230698
7.0598478,-0.029256,-0.067278,0.969419,0.972191,4.327803,246.498260
7.0704155,-0.028236,-0.066361,0.967380,0.970065,4.263516,246.950287
7.0798135,-0.028236,-0.063405,0.968400,0.970884,4.099545,245.994797
7.0902162,-0.030173,-0.066361,0.978185,0.980898,4.262045,245.549408
7.0904241,-0.031193,-0.071254,0.966463,0.969588,4.601301,246.357727
7.1004238,-0.031193,-0.071254,0.966463,0.969588,4.601301,246.357727
7.1104240,-0.031193,-0.071254,0.966463,0.969588,4.601301,246.357727
7.1117029,-0.031193,-0.071254,0.966463,0.969588,4.601301,246.357727
7.1197953,-0.031193,-0.071254,0.961570,0.964711,4.624655,246.357727
7.1305847,-0.031193,-0.071254,0.966463,0.969588,4.601301,246.357727
7.1410995,-0.025382,-0.062385,0.967380,0.969722,3.982658,247.860428
7.1503935,-0.027319,-0.062385,0.968400,0.970791,4.022825,246.350983
7.1598039,-0.029256,-0.065341,0.967380,0.970026,4.232488,245.880127
7.1699114,-0.027319,-0.065341,0.967380,0.969969,4.187223,247.310349
7.1797948,-0.033129,-0.069215,0.968400,0.971435,4.530645,244.422119
7.1899018,-0.028236,-0.065341,0.972273,0.974875,4.187223,246.629028
7.1998320,-0.030173,-0.065341,0.970336,0.973002,4.242009,245.213516
7.2154341,-0.027319,-0.059531,0.973293,0.975494,3.850055,245.349411
7.2214670,-0.028236,-0.071254,0.967380,0.970412,4.530040,248.382553
7.2303972,-0.028236,-0.061468,0.965443,0.967810,4.007852,245.327377
7.2419953,-0.031193,-0.062385,0.970336,0.972840,4.111470,243.434952
7.2542734,-0.027319,-0.064424,0.970336,0.972856,4.124833,247.020599
7.2598214,-0.030173,-0.064424,0.968400,0.971009,4.201511,244.903748
7.2701383,-0.025382,-0.063405,0.974210,0.976601,4.010148,248.182709
7.2792878,-0.026300,-0.068298,0.963507,0.966282,4.343749,248.939575
7.2892876,-0.026300,-0.068298,0.963507,0.966282,4.343749,248.939575
7.2913728,-0.026300,-0.068298,0.963507,0.966282,4.343749,248.939575
7.2998075,-0.028236,-0.066361,0.964526,0.967218,4.276084,246.950287
7.3003802,-0.030173,-0.069215,0.966463,0.969408,4.467211,246.445923
7.3103809,-0.030173,-0.069215,0.966463,0.969408,4.467211,246.445923
7.3203807,-0.030173,-0.069215,0.966463,0.969408,4.467211,246.445923
7.3215375,-0.030173,-0.069215,0.966463,0.969408,4.467211,246.445923
7.3301687,-0.028236,-0.070234,0.961570,0.964545,4.501238,248.098297
7.3399668,-0.029256,-0.070234,0.963507,0.966506,4.515055,247.386047
7.3508387,-0.031193,-0.068298,0.969419,0.972322,4.428857,245.453049
7.3605180,-0.031193,-0.067278,0.965443,0.968287,4.392399,245.125854
7.3701787,-0.025382,-0.067278,0.970336,0.972997,4.238175,249.329880
7.3801541,-0.028236,-0.067278,0.964526,0.967282,4.326037,247.232361
7.3908572,-0.029256,-0.066361,0.966463,0.969180,4.291446,246.209229
7.3998089,-0.030173,-0.069215,0.968400,0.971339,4.458345,246.445923
7.4106650,-0.031193,-0.067278,0.962589,0.965441,4.405356,245.125854
7.4198117,-0.033129,-0.072171,0.966463,0.969720,4.697278,245.343002
7.4301553,-0.034149,-0.072171,0.965443,0.968739,4.727623,244.678177
7.4404049,-0.029256,-0.071254,0.967380,0.970442,4.552512,247.677612
7.4408693,-0.033129,-0.075127,0.971356,0.974820,4.831686,246.203629
7.4508691,-0.033129,-0.075127,0.971356,0.974820,4.831686,246.203629
7.4608693,-0.033129,-0.075127,0.971356,0.974820,4.831686,246.203629
7.4620824,-0.033129,-0.075127,0.971356,0.974820,4.831686,246.203629
7.4703465,-0.030173,-0.067278,0.967380,0.970186,4.358737,245.844482
7.4798799,-0.026300,-0.066361,0.966463,0.969095,4.224151,248.380920
7.4900799,-0.031193,-0.069215,0.960550,0.963546,4.519087,245.740692
7.4998207,-0.029256,-0.068298,0.969419,0.972262,4.382801,246.811737
7.5098190,-0.028236,-0.066361,0.966463,0.969150,4.267556,246.950287
7.5198622,-0.025382,-0.067278,0.979103,0.981740,4.200345,249.329880
7.5354924,-0.031193,-0.071254,0.967380,0.970502,4.596999,246.357727
7.5398798,-0.031193,-0.071254,0.967380,0.970502,4.596999,246.357727
7.5498233,-0.029256,-0.070234,0.964526,0.967522,4.510280,247.386047
7.5598083,-0.026300,-0.064424,0.969419,0.971913,4.105655,247.793350
7.5704060,-0.032212,-0.068298,0.964526,0.967477,4.476584,244.749481
7.5798259,-0.028236,-0.074108,0.960550,0.963819,4.719744,249.142258
7.5962105,-0.031193,-0.068298,0.957696,0.960635,4.482837,245.453049
7.5998321,-0.031193,-0.068298,0.957696,0.960635,4.482837,245.453049
7.6098413,-0.030173,-0.067278,0.970336,0.973134,4.345507,245.844482
7.6198201,-0.032212,-0.070234,0.965443,0.968531,4.575901,245.362122
7.6305790,-0.030173,-0.073191,0.967380,0.970614,4.678432,247.595779
7.6398282,-0.030173,-0.064424,0.967380,0.969992,4.205890,244.903748
7.6498089,-0.031193,-0.067278,0.971356,0.974182,4.365787,245.125854
7.6599808,-0.026300,-0.059531,0.966463,0.968652,3.852444,246.165085
7.6680489,-0.026300,-0.060449,0.967380,0.969624,3.898375,246.487305
7.6780491,-0.026300,-0.060449,0.967380,0.969624,3.898375,246.487305
7.6798091,-0.026300,-0.060449,0.971356,0.973590,3.882520,246.487305
7.6898208,-0.025382,-0.061468,0.963507,0.965799,3.948337,247.562546
7.6998186,-0.026300,-0.068298,0.972273,0.975024,4.304751,248.939575
7.7097950,-0.028236,-0.062385,0.968400,0.970818,4.044768,245.647812
7.7198915,-0.028236,-0.061468,0.964526,0.966895,4.011662,245.327377
7.7310414,-0.030173,-0.072171,0.970336,0.973484,4.609042,247.311218
7.7398362,-0.027319,-0.070234,0.972273,0.975189,4.432128,248.745483
7.7559009,-0.030173,-0.065341,0.963507,0.966191,4.271914,245.213516
7.7597976,-0.031193,-0.067278,0.968400,0.971235,4.379046,245.125854
7.7699122,-0.029256,-0.070234,0.965443,0.968437,4.506022,247.386047
7.7798367,-0.029256,-0.063405,0.966463,0.968982,4.132565,245.230698
7.7905769,-0.028236,-0.059531,0.968400,0.970638,3.892292,244.624313
7.7998061,-0.028236,-0.067278,0.967380,0.970128,4.313251,247.232361
7.8107190,-0.028236,-0.067278,0.968400,0.971144,4.308753,247.232361
7.8198152,-0.026300,-0.063405,0.970336,0.972761,4.046414,247.471771
7.8301325,-0.030173,-0.060449,0.968400,0.970753,3.990812,243.473618
7.8398066,-0.029256,-0.072171,0.965443,0.968579,4.611676,247.933975
7.8498163,-0.026300,-0.063405,0.970336,0.972761,4.046414,247.471771
7.8598042,-0.027319,-0.063405,0.967380,0.969841,4.082167,246.690323
7.8708034,-0.034149,-0.068298,0.968400,0.971405,4.508499,243.434952
7.8798618,-0.028236,-0.067278,0.968400,0.971144,4.308753,247.232361
7.8903680,-0.027319,-0.069215,0.968400,0.971254,4.393915,248.460953
7.8998027,-0.029256,-0.069215,0.969419,0.972327,4.432438,247.087173
7.9102182,-0.029256,-0.066361,0.968400,0.971111,4.282903,246.209229
7.9199061,-0.032212,-0.071254,0.966463,0.969621,4.625714,245.673492
7.9303937,-0.032212,-0.067278,0.967380,0.970252,4.409178,244.415466
7.9398279,-0.030173,-0.066361,0.967380,0.970123,4.309481,245.549408
7.9502854,-0.029256,-0.067278,0.970336,0.973106,4.323728,246.498260
7.9597888,-0.031193,-0.065341,0.964526,0.967240,4.293043,244.481171
7.9707084,-0.027319,-0.069215,0.967380,0.970238,4.398548,248.460953
7.9797826,-0.029256,-0.062385,0.965443,0.967899,4.082311,244.875565
7.9905229,-0.027319,-0.063405,0.973293,0.975738,4.057434,246.690323
7.9997954,-0.030173,-0.069215,0.960550,0.963514,4.494662,246.445923
8.0101671,-0.027319,-0.066361,0.964526,0.967192,4.255147,247.624298
8.0212183,-0.030173,-0.068298,0.970336,0.973205,4.400151,246.164581
8.0303841,-0.030173,-0.065341,0.966463,0.969139,4.258920,245.213516
8.0398407,-0.026300,-0.063405,0.967380,0.969812,4.058737,247.471771
8.0498161,-0.030173,-0.064424,0.967380,0.969992,4.205890,244.903748
8.0610285,-0.026300,-0.066361,0.969419,0.972043,4.211288,248.380920
8.0713310,-0.032212,-0.065341,0.965443,0.968188,4.315248,243.757629
8.0798159,-0.027319,-0.068298,0.965443,0.968242,4.357075,248.198593
8.0898094,-0.030173,-0.060449,0.964526,0.966889,4.006777,243.473618
